,text,lang,place_lat,place_lon,place_type,country,in_reply_to_user_id_str,user_id_str,followers_count,verified,pronoun,created_at,location,description,ngram
31826,@dannielac jajaja usted si es bien boba,es,4.262283503,-74.24367099999999,city,Colombia,1064215568.0,350010737,1096,False,ud,Tue Aug 11 02:06:04 +0000 2015,,de la mano de dios cada día siempre contigo millonarios fc,"('de', 'la', 'mano')"
32368,@paolaholguin saludos senadora me gustaria contactar con usted,es,6.144337997999999,-75.66399799999999,city,Colombia,185763733.0,108362775,809,False,ud,Tue Aug 25 23:14:56 +0000 2015,Medellin,candidato al concejo de la estrella por centro democrático de la mano contigo siderense,"('de', 'la', 'mano')"
33358,sabe usted que significa en mi vidanada mija nada,es,6.052723499,-75.6367685,city,Colombia,,3008052071,432,False,ud,Thu Aug 27 03:59:11 +0000 2015,"Caldas, Antioquia",#caballerospdc de svsiempre de la mano @villalobossebasla vida sigue y de nada sirve recordaratletico nacional,"('de', 'la', 'mano')"
35286,usted deberia reservarse sus comentarios fuera de lugar bobo hijueputa,es,4.262283503,-74.24367099999999,city,Colombia,,1353052808,579,False,ud,Sun Aug 23 01:25:24 +0000 2015,,de la mano de dios 88 19062015,"('de', 'la', 'mano')"
35992,quiero estar para usted pero usted no se no lo nota,es,4.262283503,-74.24367099999999,city,Colombia,,1949744160,81,False,ud,Mon Aug 24 18:22:50 +0000 2015,,de la mano tuya todo es mejor dios u266c8,"('de', 'la', 'mano')"
36173,@alvarouribevel fue un placer compartir con usted,es,11.4091705,-72.3124603,city,Colombia,61097151.0,427729493,85,False,ud,Mon Aug 31 22:16:32 +0000 2015,colombia ,siempre de la mano de diosu 2764 colombia,"('de', 'la', 'mano')"
36618,aveces quisiera manfar todo para la mierda en la oficina y largarme luego pienso y digo no porq si la que la no quieren es a ud bitch,es,4.262283503,-74.24367099999999,city,Colombia,,131917687,102,False,ud,Tue Sep 01 21:27:05 +0000 2015,Bogota,nadie sabe a nadie le importa unas por otras de eso se trata de la mano de dios siempre #dreams #work #love #fapgu2661,"('de', 'la', 'mano')"
37230,ayyyy hp pued abrace usted sobraaaa listo si eso quiere pues suertexd,es,4.262283503,-74.24367099999999,city,Colombia,,813657805,170,False,ud,Thu Sep 03 21:02:08 +0000 2015,,porque de la mano de dios todo es posible,"('de', 'la', 'mano')"
37300,si usted no esta conforme consigo mismo entonces,es,4.909635999,-74.0487635,city,Colombia,,2814532162,48,False,ud,Fri Sep 04 20:03:31 +0000 2015,,totalmente de la mano de dios ingeniera civil u270c,"('de', 'la', 'mano')"
37409,si usted supiera lo mal que estoy se sorprenderia,es,4.262283503,-74.24367099999999,city,Colombia,,2832950578,86,False,ud,Fri Sep 04 22:36:19 +0000 2015,,de la mano de dios siempreque el nos guie mi felicidad es completa si es contigo no quiero un para siempre quiero un poco a poco a poco que dure siempre,"('de', 'la', 'mano')"
39834,#hoypintapara una tarde con usted pero lastima que yo no le importe,es,4.262283503,-74.24367099999999,city,Colombia,,1909134811,761,False,ud,Sat Sep 26 19:54:00 +0000 2015,Bogota Colombia ,de la mano de dios somos r u2665 @justinbieber u2665 @imaginedragons u2665 soldiers of jah army u2665,"('de', 'la', 'mano')"
40588,@ctatianams de una mi gordis con toda yo le tomó los tiempos y usted corre jejejej,es,4.262283503,-74.24367099999999,city,Colombia,357240315.0,605591045,312,False,ud,Thu Jul 16 18:58:38 +0000 2015,,bogotácolombia 27 añoscultivo sueños cosecho realidades sigo creyendo en el sol aún cuando sale la luna siempre de la mano de dios,"('de', 'la', 'mano')"
41084,usted déjese querer bonito,es,10.95807288,-74.849933,city,Colombia,,1154228245,239,False,ud,Wed Jul 15 16:34:06 +0000 2015,Barranquilla-Colombia,de la mano de dios siempre felipista 101,"('de', 'la', 'mano')"
42080,mejor me callo amp bailo merengue digalo usted @mfernandacv,es,10.95807288,-74.849933,city,Colombia,,3069053255,263,False,ud,Thu Jul 09 01:59:16 +0000 2015,Ciudadela City*-*,landau 2764dos niños jugando a ser novios agarrados de la mano de dios haciendo un amor único que todos envidien y admirenu 2764te amo mi amoru 2764by bbeu 2764u2764 tyrone gonzalez,"('de', 'la', 'mano')"
42335,no me voy a echar a morir por usted,es,4.262283503,-74.24367099999999,city,Colombia,,406576948,453,False,ud,Sat Jul 18 12:19:48 +0000 2015,,dios me tomo de la mano cuando muchos me soltaron,"('de', 'la', 'mano')"
42779,@cristiand01 buajajjajajajajaj aino vos tan bobooo ajjajajajjaja vecino ahora hablamoss oye,es,4.262283503,-74.24367099999999,city,Colombia,954679254.0,581930047,297,False,vos,Mon Aug 03 17:01:09 +0000 2015,,de la mano de dios siempreu 270b ycar fdmc,"('de', 'la', 'mano')"
230,quiero quedarme en ti la suprema corte,es,4.262283503,-74.24367099999999,city,Colombia,,965267754,358,False,tu,Tue Jul 21 13:28:07 +0000 2015,Bogotá.,independiente santa fe u2764,"('independiente', 'santa', 'fe')"
1228,@falcao @chelseafc colombia esta contigo animo y bendiciones para con el reencuentro con el gol,es,4.262283503,-74.24367099999999,city,Colombia,58531272.0,3296499359,28,False,tu,Thu Jul 23 14:01:09 +0000 2015,"Bogotá, Colombia",gerente general manel internacional ltda hincha fiel de independiente santa fe el perdón es una expresión de amor,"('independiente', 'santa', 'fe')"
1250,i nesta contigo me siento bien,es,4.262283503,-74.24367099999999,city,Colombia,,239924449,1745,False,tu,Fri Jul 24 17:23:41 +0000 2015,,independiente santa fe toda una vida a tu lado,"('independiente', 'santa', 'fe')"
1265,nunca fue tu amiga si hablo mal de ti por lucirse con los demás,es,4.262283503,-74.24367099999999,city,Colombia,,1180640389,523,False,tu,Fri Jul 24 17:32:55 +0000 2015,,independiente santa fe,"('independiente', 'santa', 'fe')"
1495,contigo viví la experiencia de un amor a distancia y no me arrepentire jamás de eso,es,4.262283503,-74.24367099999999,city,Colombia,,1511907001,222,False,tu,Fri Jul 24 21:11:39 +0000 2015,,para hablar de futbol primero hay que ir a la cancha a verte independiente santa fe °,"('independiente', 'santa', 'fe')"
1662,nunca olvidaré la primera vez que vine a la cancha de ti me enamoré mi felicidad es verte jugar,es,4.262283503,-74.24367099999999,city,Colombia,,2952784174,200,False,tu,Sat Jul 25 16:54:14 +0000 2015,,independiente santa fe z 8 del león snapchat nicolasfuentes 8,"('independiente', 'santa', 'fe')"
1797,@smilinglives cada dia que pasa me enamoro mas de tilt 3,es,4.262283503,-74.24367099999999,city,Colombia,979210339.0,1475658241,223,False,tu,Sat Jul 25 17:57:55 +0000 2015,2.Locura De Mi Corazon.4 ,independiente santa fe u266bu266a hiphop my life,"('independiente', 'santa', 'fe')"
2520,lo único que me hace olvidar mis problemas es estar contigo,es,4.262283503,-74.24367099999999,city,Colombia,,154304801,156,False,tu,Sun Jul 26 20:11:37 +0000 2015,"Bogotá ,Colombia",whatsapp 57 314 266 2927 instagram santiagooo 29 independiente santa fe real madrid,"('independiente', 'santa', 'fe')"
2621,@natiicisf @karitosie7e y yo a ti amiwis bueno yo las quiero mucho vecinas,es,4.262283503,-74.24367099999999,city,Colombia,128689171.0,81721614,160,False,tu,Sun Jul 26 21:06:08 +0000 2015,bogotá - colombia,productor audiovisual bogotano hincha del independiente santa fe y parte de la gloriosa banda santafereña,"('independiente', 'santa', 'fe')"
3146,sí nos dejamos de hablar es por ti por mi jajaja y vea,es,4.262283503,-74.24367099999999,city,Colombia,,752037756,504,False,tu,Mon Jul 27 00:16:29 +0000 2015,,independiente santa fe ° u10e6 tian 31,"('independiente', 'santa', 'fe')"
3148,@felipesolano7 @juancastro no todas las cosas se dicen públicamente pero estás en todo tú derecho de no creerlo,es,4.262283503,-74.24367099999999,city,Colombia,585353519.0,140632740,460,False,tu,Mon Jul 27 00:17:23 +0000 2015,,ing industrial felizmente enamorada de mi esposo orgullosa mamá de dos ángeles y gracias a dios y a mi abuelo fiel hincha de independiente santa fe,"('independiente', 'santa', 'fe')"
3665,a un minuto de ti ducan dhu,es,4.262283503,-74.24367099999999,city,Colombia,,777067267,693,False,tu,Sun Jul 26 22:54:38 +0000 2015,Bogotá - Colombia,80s 90s gustavo cerati rock clásico independiente santa fe u2708 español inglés algo de francés lcgmu 2665,"('independiente', 'santa', 'fe')"
4133,probablemente si me dieran la oportunidad de elegir vida volvería a elegir esta solo por estar contigo,es,4.262283503,-74.24367099999999,city,Colombia,,2789175171,530,False,tu,Wed Jul 29 12:25:05 +0000 2015,,independiente santa fe sj08 psg primeros para la eternidadjml 12,"('independiente', 'santa', 'fe')"
4584,tú eres la hermosa amor miolt 3,es,4.262283503,-74.24367099999999,city,Colombia,,2232453288,338,False,tu,Wed Jul 29 23:24:31 +0000 2015,"Bogotá, Colombia",independiente santa fe soy un hombre divertido yo no sé lo que es tristeza,"('independiente', 'santa', 'fe')"
4687,en las noches pido a dios porque te ilumine a ti porque te ponga a otro hombre que en verdad te haga feliz,es,4.262283503,-74.24367099999999,city,Colombia,,148485463,409,False,tu,Thu Jul 30 02:45:11 +0000 2015,Bogotá.,independiente santa fe natalia espinosa 8 edm infinity love,"('independiente', 'santa', 'fe')"
5982,el primer trago para el suelo y la mirada para el cielo un año más sin ti físicamente pero en mi mente siempre no sabes cuanto te quiero,es,4.262283503,-74.24367099999999,city,Colombia,,227436994,1683,False,tu,Mon Aug 03 15:10:50 +0000 2015,"Bogota,colombia",eres libre abre tu mente reflexiona y lucha por lo que quieres club independiente santa fe mi pasión wa3195194653,"('independiente', 'santa', 'fe')"
7839,que quedare llorando porque tú te fuiste no pues si u266b,es,4.262283503,-74.24367099999999,city,Colombia,,167510386,342,False,tu,Thu Aug 06 17:04:19 +0000 2015,Colombia,independiente santa fe u2665 estudiante de derecho ugc snapchat e instagram mapiz 23,"('independiente', 'santa', 'fe')"
8163,aunque te quiera de ti me canse,es,4.262283503,-74.24367099999999,city,Colombia,,270076868,1455,False,tu,Mon Aug 10 22:23:50 +0000 2015,"Bogotá, Colombia",aunque no entiendo el significado del amor no me importa si muero intentandolo independiente santa fe ° hala madrid,"('independiente', 'santa', 'fe')"
9673,todas las promesas de mi amor se irán contigo me olvidarás me olvidarás junto a la estación lloraré igual que un niño por que te vas,es,4.262283503,-74.24367099999999,city,Colombia,,147233834,283,False,tu,Tue Aug 25 22:45:13 +0000 2015,Santafe de Bogotá Colombia,tu me das alegría yo te entrego mi vida independiente santa fe licenciatura en ciencias sociales u la gran colombia,"('independiente', 'santa', 'fe')"
10505,que únicamente tú entre tanta gente eres la que quiere a este hombre tan terco pero así es como soy yo,es,4.262283503,-74.24367099999999,city,Colombia,,303475750,1362,False,tu,Thu Aug 27 01:59:40 +0000 2015,Bogotá Colombia,marciana porque princesas ya hay muchas independiente santa fe el mejor regalo de mi abuelo silvestre dangondu 2764 maestra en formación,"('independiente', 'santa', 'fe')"
10673,y yo me enseñaré a vivir sin ti,es,4.262283503,-74.24367099999999,city,Colombia,,327409817,1547,False,tu,Thu Aug 27 02:49:58 +0000 2015,"Bogotá, Colombia",don tettostan mc independiente santa fe un amor para toda la vida,"('independiente', 'santa', 'fe')"
11096,entiende no se amar pero contigo quiero aprender,es,4.262283503,-74.24367099999999,city,Colombia,,270056370,90,False,tu,Thu Aug 27 05:18:14 +0000 2015,colombia,estudiante lic matemáticas upedagogica un solo sentimiento independiente santa fe godu 2661,"('independiente', 'santa', 'fe')"
11494,@tellezdrk pues si son iguales de vaciados a ti de a dónde te prestan cuando sea grande y rica te presto plata o sea nunca,es,4.262283503,-74.24367099999999,city,Colombia,2485469944.0,2782083130,327,False,tu,Sat Aug 29 23:34:47 +0000 2015,Santa Fe de Bogotá-Colombia ,y si me muero desde el cielo te seguiré alentando te amo independiente santa fe u2764u26bd castilla,"('independiente', 'santa', 'fe')"
12099,a ti no te cambio por nadaaa mi bogotáu 2764ufe0f @ aeropuerto internacional el dorado bog @bogeldorado,es,4.262283503,-74.24367099999999,city,Colombia,,340069636,540,False,tu,Sun Aug 30 20:40:39 +0000 2015,"Bogotá, Colombia.",1996 comunicación social periodismo ujtl club independiente santa fe,"('independiente', 'santa', 'fe')"
13181,@chipakero mucha fuerza omar todos los santafereños estamos contigo muchas bendiciones por tu pronta recuperación adelante capo,es,4.262283503,-74.24367099999999,city,Colombia,129226383.0,147751778,282,False,tu,Sun Aug 16 20:13:26 +0000 2015,,especialista en comunicación estratégica comunicador socialperiodista e hincha fiel del club cardenal independiente santa fe,"('independiente', 'santa', 'fe')"
13782,contigo siempre 11,es,4.262283503,-74.24367099999999,city,Colombia,,416592167,1617,False,tu,Sun Aug 23 00:34:21 +0000 2015,"Colombia,Bogotá.",independiente santa fe esta y la otra vidau 272f u272f u272f u272f u272f u272f u272fu272f,"('independiente', 'santa', 'fe')"
15009,@daniela17m contigo voy a oma por un granizado de maracuya 3,es,4.262283503,-74.24367099999999,city,Colombia,1317321950.0,229878826,821,False,tu,Mon Aug 24 18:28:18 +0000 2015,Bogotá!,hincha de independiente santa fe literatura rock frida,"('independiente', 'santa', 'fe')"
16204,decidiste no luchar por nosotros yo decido alejarme para siempre de ti,es,4.9283089989999995,-74.098309,city,Colombia,,3399067475,38,False,tu,Tue Sep 01 23:27:54 +0000 2015,,18 años independiente santa fe u2764 02 u2764,"('independiente', 'santa', 'fe')"
16478,es que dios me mando para ti adorarte para toda la vida,es,4.262283503,-74.24367099999999,city,Colombia,,321009118,314,False,tu,Wed Sep 02 01:26:35 +0000 2015,,u2665 independiente santa fe u2665 u26bd locura de mi corazón estudiante de comunicación social instagramlaurakmd in god i trust,"('independiente', 'santa', 'fe')"
20435,no es tarde para volveer aun me quieres y yo lo sé hay algo que dice que no hay hombre que te bese como yo a ti te besé,es,4.262283503,-74.24367099999999,city,Colombia,,547356041,330,False,tu,Sat Sep 19 16:44:52 +0000 2015,,independiente santa fe hala madrid gol star fu26bd 47,"('independiente', 'santa', 'fe')"
20446,tal parece que yo me acostumbre a ti en un solo día,es,4.262283503,-74.24367099999999,city,Colombia,,420647401,735,False,tu,Sat Sep 19 16:50:41 +0000 2015, ,26u2693 independiente santa fe ° snap topajulieth,"('independiente', 'santa', 'fe')"
20789,@lawneira esto no era lo mismo sin ti mona hermosa,es,4.262283503,-74.24367099999999,city,Colombia,361593385.0,122480600,1283,False,tu,Sat Sep 19 18:12:34 +0000 2015,En tu corazón ,negocios internacionales comunicación social independiente santa fe u2661 salsero y melómano,"('independiente', 'santa', 'fe')"
20879,mi vida no es igual sin ti quiero olvidar pero no se donde empezar como seguir como arrancarte de mi piel,es,4.262283503,-74.24367099999999,city,Colombia,,313484473,292,False,tu,Thu Sep 24 18:13:30 +0000 2015,"Bogotá, Colombia",kelly geraldine montaño susatama club independiente santa fe u2661 whatsapp 320 207 4952,"('independiente', 'santa', 'fe')"
21348,#mifrasedesalsafavoritaes quisiera escribir un libro para que no se me olvide lo vivido contigoo,es,4.262283503,-74.24367099999999,city,Colombia,,131643670,1953,False,tu,Fri Sep 25 23:52:13 +0000 2015,,corazón de león independiente santa fe la razón de mi existir 28 cristian vive u2764,"('independiente', 'santa', 'fe')"
22274,abono recargadomañana otra vez contigo mi @santafeustedes dejen la vida en la cancha que yo la dejo en la tribuna,es,4.262283503,-74.24367099999999,city,Colombia,,1213527650,442,False,tu,Mon Sep 28 17:39:41 +0000 2015,"Bogotá, Colombia",independiente santa fe u26aaestudiante de derechouniversidad libre la 10 u26bd,"('independiente', 'santa', 'fe')"
23325,reik creo en ti,es,4.262283503,-74.24367099999999,city,Colombia,,1416750848,475,False,tu,Thu Jul 16 22:03:17 +0000 2015,Bogotá.,u2665250315 un amor para toda la vidau 2665 independiente santa fe °,"('independiente', 'santa', 'fe')"
23399,si fuera un pájaro tú serías la primera persona en la que me cagaría,es,4.262283503,-74.24367099999999,city,Colombia,,141672426,10319,False,tu,Thu Jul 16 22:43:41 +0000 2015,Colombia,en la vida real no tengo seguidores u26bd u2764 independiente santa fe u2764,"('independiente', 'santa', 'fe')"
23840,@diegomatamorosr jaja diosito nos ama a todos menos a ti a ti no por lampara,es,4.262283503,-74.24367099999999,city,Colombia,532600454.0,2885265165,956,False,tu,Wed Jul 15 16:27:40 +0000 2015,Colombiana.,independiente santa fe u2665,"('independiente', 'santa', 'fe')"
24039,sin ti nada sin mí si quieres prueba,es,4.262283503,-74.24367099999999,city,Colombia,,342333465,584,False,tu,Wed Jul 15 18:10:25 +0000 2015,,1 timoteo 412 seguidora de jesús u2795u2665 estudiante de ingeniería ambiental y teología independiente santa fe y fc barcelona bogotá,"('independiente', 'santa', 'fe')"
24498,me has enseñado de todo excepto a estar sin ti,es,4.262283503,-74.24367099999999,city,Colombia,,415727202,252,False,tu,Wed Jul 15 23:11:26 +0000 2015,,independiente santa fe º 15072112 u2764ufe0fg562014u2764,"('independiente', 'santa', 'fe')"
24575,tú y tus ganas de querer jode mi tranquilidad,es,4.262283503,-74.24367099999999,city,Colombia,,221843306,137,False,tu,Thu Jul 16 12:55:31 +0000 2015,Bogotá - Colombia,independiente santa fe u26068u2606 « en mi soledad dios es mi compañía »,"('independiente', 'santa', 'fe')"
24832,y te sigo prefiriendo a ti,es,4.262283503,-74.24367099999999,city,Colombia,,172560986,1464,False,tu,Thu Jul 09 00:01:24 +0000 2015,Colombia,universidad manuela beltrán independiente santa fe snapchat nikolaldana,"('independiente', 'santa', 'fe')"
25189,me enseñaste que sin ti también se puede vivir,es,4.262283503,-74.24367099999999,city,Colombia,,413388841,133,False,tu,Thu Jul 09 01:53:18 +0000 2015,,whatsapp 3214941259 independiente santa fe bogotá dc,"('independiente', 'santa', 'fe')"
25393,sí señores hoy juega el más grande el primer campeónu 2764 una vez más contigo independiente santa fe,es,4.262283503,-74.24367099999999,city,Colombia,,491346379,544,False,tu,Sun Jul 12 17:22:58 +0000 2015,Bogotá Distrito Cardenal.,independiente santa fe alegría de mi corazónu 2661this is my worldcristian 8eternoxxviu265a,"('independiente', 'santa', 'fe')"
25577,y ahora sé cual fue la fuerza que me ató a ti corramos juntos vámonos de aquí a donde tu quieras,es,4.262283503,-74.24367099999999,city,Colombia,,2840847243,154,False,tu,Mon Jul 13 12:47:06 +0000 2015,San Mateo,° independiente santa fe 8u2b50,"('independiente', 'santa', 'fe')"
25748,yo me aburró de todo hasta de usted,es,4.262283503,-74.24367099999999,city,Colombia,,440438183,383,False,ud,Tue Jul 21 20:55:36 +0000 2015,,the deathly hallows u0394 flight attendant independiente santa fe,"('independiente', 'santa', 'fe')"
26367,usted es mi fuerza en los días más difíciles y mi amuleto de la buena suerte en las noches más oscuras,es,4.262283503,-74.24367099999999,city,Colombia,,1855407572,168,False,ud,Thu Jul 23 20:48:43 +0000 2015,"Bogotá , Colombia ",deber antes de vida con llamas escribió independiente santa fe,"('independiente', 'santa', 'fe')"
26572,@vamostodavia mi papá no tiene esa cara de mongólico como usted,es,4.262283503,-74.24367099999999,city,Colombia,180200882.0,383567692,850,False,ud,Fri Jul 24 21:01:17 +0000 2015,,independiente santa fe la guardia albiroja sur aguante cardenal gastronomía,"('independiente', 'santa', 'fe')"
28322,así no le hable yo siempre tengo los mejores deseos para usted,es,4.262283503,-74.24367099999999,city,Colombia,,424279779,143,False,ud,Tue Jul 28 22:49:44 +0000 2015,,independiente santa fe u2654,"('independiente', 'santa', 'fe')"
29477,@camilo81011 haha bro usted sabe que soy medio tostao c,es,4.262283503,-74.24367099999999,city,Colombia,2881802955.0,315539495,58,False,ud,Mon Aug 03 00:30:50 +0000 2015,Bogota/Colombia,my mother red bull forever hard core rap and graffiti life el fútbol lo es todo u26bd club independiente santa fe,"('independiente', 'santa', 'fe')"
29675,aushhhh ha lo bien usted no se aguantaría ni un día conmigo así que vemos s,es,4.262283503,-74.24367099999999,city,Colombia,,1407579060,125,False,ud,Mon Aug 03 15:59:44 +0000 2015,,independiente santa fe u2764u2764,"('independiente', 'santa', 'fe')"
29890,yo elegí perder mi orgullo por usted,es,4.262283503,-74.24367099999999,city,Colombia,,289565871,578,False,ud,Mon Aug 03 01:12:29 +0000 2015,,te amo independiente santa fe ° fc barcelona u23c3lu03c9au0443u0455u03df instagram nicolgalindo,"('independiente', 'santa', 'fe')"
29955,@danielai coja curva ma que usted no sabe ni que es una cometa,es,4.262283503,-74.24367099999999,city,Colombia,737326688.0,327409817,1480,False,ud,Mon Aug 03 02:17:39 +0000 2015,"Bogotá, Colombia",independiente santa fe mi gran amor 15071221121 4 imposible olvidardon tettostan mc,"('independiente', 'santa', 'fe')"
30611,oiga usted hace lo primero que le digo que no haga @cartmand le voy a pegar en la otra pata,es,4.262283503,-74.24367099999999,city,Colombia,,194260207,897,False,ud,Wed Aug 05 01:49:13 +0000 2015,,universidad distrital francisco josé de caldas lic pedagogía infantil independiente santa fe,"('independiente', 'santa', 'fe')"
30993,lo que está es resentida porque su mejor amigo prefirió a la novia que usted y paila usted ahí paso como a ultimo plano,es,4.754056497,-74.26612800000001,city,Colombia,,1912149456,631,False,ud,Mon Aug 10 20:20:17 +0000 2015,"Madrid, Cundinamarca",club independiente santa fe surf 2015 u270cu270c jean felipe hernandez u2665u2665,"('independiente', 'santa', 'fe')"
31309,@danielavpinzon jajaja usted no me enseña por eso te pasare mis trabajos es que usted si colorea bonito jajaj,es,4.262283503,-74.24367099999999,city,Colombia,570413253.0,440438183,382,False,ud,Tue Aug 11 01:32:45 +0000 2015,,the deathly hallows u0394 flight attendant auxiliar de servicios abordo asa 1cm u2708u2708 independiente santa fe,"('independiente', 'santa', 'fe')"
31750,@sagagu a mi las ancianas a usted por lo vistoel pene canoso jajajaja,es,4.262283503,-74.24367099999999,city,Colombia,87372941.0,107913464,254,False,ud,Tue Aug 11 01:43:56 +0000 2015,"Bogotá, Colombia",ingeniero industrialuniversidad nacional de colombia hincha de independiente santa fe y con un gato muuuy lindo,"('independiente', 'santa', 'fe')"
32236,@lawescobar según ud el barsa es mas grande que el real y me gusta el madrid antes de que llegara james es mas mi jugador favorito es d7os,es,4.262283503,-74.24367099999999,city,Colombia,280173655.0,358237855,359,False,ud,Mon Aug 24 19:22:06 +0000 2015,,independiente santa fe la fuerza de un pueblo bogota distrito cardenal,"('independiente', 'santa', 'fe')"
33380,@crowleysf yo a usted no lo soporto jajaja mentiras nene u2764,es,4.262283503,-74.24367099999999,city,Colombia,933005064.0,86596917,1434,False,ud,Thu Aug 27 04:15:04 +0000 2015,,no digo nada pero lo escribo todo futura economista hincha de independiente santa fe,"('independiente', 'santa', 'fe')"
33411,@cesarsf @anapaloma yo a usted cesitar u2764,es,4.681281499,-73.925527,city,Colombia,1621847294.0,2321617304,405,False,ud,Thu Aug 27 04:30:23 +0000 2015,Bogotá Distrito Cardenal ,independiente santa fe omar perez mi ídolo único y eterno ingeniería eléctrica soy el inspector butters,"('independiente', 'santa', 'fe')"
34570,usted fue inspiración de esa que pocos encuentran en tan sólo un silencio,es,4.262283503,-74.24367099999999,city,Colombia,,371353277,2043,False,ud,Mon Aug 17 00:29:24 +0000 2015,,santa fe mi familia y los pocos firmes independiente santa fe ° locura de mi corazón 150712 2112 14,"('independiente', 'santa', 'fe')"
36668,usted ya no hace parte de mi,es,4.262283503,-74.24367099999999,city,Colombia,,3148213540,498,False,ud,Tue Sep 01 22:23:05 +0000 2015,"Bogotá, Colombia  ",u2764 dios u2764 familia u2764 independiente santa fe ° u2764 hiphop u2764,"('independiente', 'santa', 'fe')"
37371,@jmrmillan si donde ud conoce,es,4.262283503,-74.24367099999999,city,Colombia,59040687.0,302795376,156,False,ud,Fri Sep 04 21:51:00 +0000 2015,Bogotá,grancolombiano independiente santa fe selección colombia bicicleta fútbol viajar,"('independiente', 'santa', 'fe')"
37791,@futbolmaniarcn campo elias eso de vargas como que no es falta si le pega quw partido esta viendo usted,es,4.262283503,-74.24367099999999,city,Colombia,248725806.0,573212488,82,False,ud,Sun Sep 06 23:15:20 +0000 2015,Bogota D.C,comunicadora social y periodista apasionada por los deportes en especial el futbol hincha de independiente santa fe de bogotá,"('independiente', 'santa', 'fe')"
39091,@lanegradenegras lo que usted no sabe es que jessica la engaña,es,4.262283503,-74.24367099999999,city,Colombia,356510169.0,2840847243,193,False,ud,Fri Sep 18 17:33:17 +0000 2015,San Mateo,° independiente santa fe 8u2b50 10mar sebastian perez u26bd fcb u2b50 hip hop u2b50,"('independiente', 'santa', 'fe')"
39206,@chiqui1941 jajajajajajajajajajajajajajajajajja maldita que es lo que se la pasa viendo no puedo es de la risa usted que ve jajajaja,es,4.7273025,-74.213188,city,Colombia,174857360.0,2485892102,212,False,ud,Fri Sep 18 19:31:55 +0000 2015,,independiente santa fe somos y seguiremos siendo el alma de bogota,"('independiente', 'santa', 'fe')"
41068,@chipakero gracias por recordar ése gran momento dios los bendiga a usted y su familia que vengan muchas alegrías más para nuestro león,es,4.262283503,-74.24367099999999,city,Colombia,129226383.0,521531181,8,False,ud,Wed Jul 15 16:10:32 +0000 2015,colombia,hincha hasta la eternidad del león campeón de colombia independiente santa fe,"('independiente', 'santa', 'fe')"
41279,@piojo1948 parcero es que ud nos dijo el domingo que los abonos refundidos los tenia pal partido como hacemos para mirar si si están,es,4.262283503,-74.24367099999999,city,Colombia,114755682.0,1176833712,142,False,ud,Wed Jul 15 19:04:19 +0000 2015,Bogota,soy hincha del glorioso independiente santa fe,"('independiente', 'santa', 'fe')"
43164,las cosas que hice por vos no las hice por nadie,es,4.262283503,-74.24367099999999,city,Colombia,,387924798,150,False,vos,Sun Aug 30 02:04:49 +0000 2015,Bogota,administrador de empresas en proceso usa hincha del primer campeón independiente santa fe,"('independiente', 'santa', 'fe')"
824,yo me siento bien cuando no sé nada de ti ningún sentimiento me atormenta y puedo disfrutar al lado de personas buenas,es,2.120269,-75.57215699999999,city,Colombia,,378764412,627,False,tu,Tue Jul 21 23:53:34 +0000 2015,"Huila, Colombia",el amor es tan bueno que hace fuerte hasta al más malo estudiante de música futuro estudiante de derecho instagram @waltervillabon,"('estudiante', 'de', 'derecho')"
833,mi fe puesta en ti,es,8.887073999,-75.8669775,city,Colombia,,303932125,418,False,tu,Thu Jul 23 17:31:11 +0000 2015,Colombia,estudiante de derecho hacer ejercicio me hace feliz dios te amo,"('estudiante', 'de', 'derecho')"
865,enamorate de alguien que vuelva a ti después de las peleas y no de alguien que el orgullo domine,es,4.0882915,-73.4704055,city,Colombia,,154920329,167,False,tu,Thu Jul 23 17:53:37 +0000 2015,Colombia,estudiante de derecho nose como vivir estoy improvisando,"('estudiante', 'de', 'derecho')"
2226,nunca necesite a nadie como sentí que te necesitaba a ti,es,10.398942,-74.8872285,city,Colombia,,237834968,1453,False,tu,Sun Jul 26 01:08:10 +0000 2015,Colombia,estudiante de derecho contaduria publica instagram dbocanegra 26,"('estudiante', 'de', 'derecho')"
2278,@maariaacamila muchas gracias desde la distancia sé que tú apoyo es indudablemente excelente,es,9.218896502,-73.50005392,city,Colombia,2589878541.0,509748563,2150,False,tu,Sun Jul 26 12:53:52 +0000 2015,,candidato al concejo de curumani por el partido cambio radical estudiante de derecho ex soldado ex personero estudiantil ex policía cívico juvenil,"('estudiante', 'de', 'derecho')"
2476,quisiera ser un pez para tocar mi nariz en u pecera y hacer buburjas de amor por donde quiera oh oh pasar la noche entera mojado en ti,es,10.95807288,-74.849933,city,Colombia,,203730187,1464,False,tu,Sun Jul 26 19:47:53 +0000 2015,La arenosa,estudiante de derecho snapchat glensuarez 1,"('estudiante', 'de', 'derecho')"
2730,lt3 sin ti las emociones de hoy no serían más que piel muerta de las de ayer,es,11.07346239,-73.92732164,city,Colombia,,802377246,199,False,tu,Sun Jul 26 17:10:45 +0000 2015,Colombia ,estudiante de derecho animalista,"('estudiante', 'de', 'derecho')"
