,text,lang,place_lat,place_lon,place_type,country,in_reply_to_user_id_str,user_id_str,followers_count,verified,pronoun,created_at,location,description
21716,@jeanfreyd aaahhhh llévame contigo,es,4.262283503,-74.24367099999999,city,Colombia,3066004631.0,1069616336,194,False,tu,Sat Sep 26 20:27:57 +0000 2015,"Bogotá, Colombia",I am a fallen angel who wants to return home.|| #Caballeros ||Tumblr: http://t.co/DlZcbZDIff||  Formar parte de un cubo fue mi mejor decisión.
21717,@naty755 todo para ti hermoza,es,6.270882997999999,-75.619213,city,Colombia,2469923893.0,3438796799,19,False,tu,Sat Sep 26 20:28:42 +0000 2015,,
21723,@dylanobrien tú eres la cura de mi llamarada v,es,4.262283503,-74.24367099999999,city,Colombia,281766200.0,1069616336,194,False,tu,Sat Sep 26 20:33:39 +0000 2015,"Bogotá, Colombia",I am a fallen angel who wants to return home.|| #Caballeros ||Tumblr: http://t.co/DlZcbZDIff||  Formar parte de un cubo fue mi mejor decisión.
21724,vuelve ya esta vaina es una cochinada sin ti @hazardous87 #17diciembre,es,4.262283503,-74.24367099999999,city,Colombia,,92354216,502,False,tu,Sat Sep 26 20:33:59 +0000 2015,"Bogotá, Colombia",No music NO life . °Fuerza para la vida°
21728,@villalobossebas estoy muy orgullosa de ti mi amor,es,9.315605496,-75.434214,city,Colombia,181300983.0,831976824,1066,False,tu,Sat Sep 26 20:36:44 +0000 2015,,Juntos esa es la palabra<U+270C> -SV // Un chico significa el mundo para mi<U+2665> 06/01/15-25/02/15 Pieza de su cubo.                      COLOMBIA-Sincelejo
21730,@paisavlogs y yo te amo a ti,es,4.695284498,-75.987988,city,Colombia,209915861.0,2873278126,34,False,tu,Sat Sep 26 20:37:35 +0000 2015,colombia,<U+2764> sebastian villalobos #youtour
21731,@villalobossebas estoy muy orgullosa de ti,es,9.315605496,-75.434214,city,Colombia,181300983.0,831976824,1066,False,tu,Sat Sep 26 20:38:42 +0000 2015,,Juntos esa es la palabra<U+270C> -SV // Un chico significa el mundo para mi<U+2665> 06/01/15-25/02/15 Pieza de su cubo.                      COLOMBIA-Sincelejo
21743,@estebansantos10 hola esteban como éstas quisiera hablar contigo le pido que me escuche un momento,es,8.075581893999999,-72.4770928,city,Colombia,136112883.0,1259384312,75,False,tu,Sat Sep 26 20:44:55 +0000 2015,"Cúcuta, Norte de Santander",tecnologo en sistemas y cantante de musica popular solicito apoyo para darme a conocer y contrataciones al 3212843403 y 3016020662
21756,@soydabm de narnia y tú,es,8.595296501,-75.9554105,city,Colombia,2856941283.0,3059980645,359,False,tu,Sat Sep 26 20:53:25 +0000 2015,Colombia,Nuestra dicha estriba en haber descubierto el infierno en nosotros mismos..
21760,@juanamartinezh te extraño a ti,es,3.5704285039999997,-76.3486225,city,Colombia,255609802.0,110219074,137,False,tu,Sat Sep 26 20:57:17 +0000 2015,cali colombia,"la vida es una obra d teatro q no permit ensayos , por eso canta, rie,baila,llora y vive intensament"
21767,@soychristiancas espero que tú también lo hagas mi amor,es,6.270882997999999,-75.619213,city,Colombia,345766788.0,2877164866,260,False,tu,Sat Sep 26 21:00:04 +0000 2015,Colombia,Sebastián Villalobos|°° |LOVE OF ART <U+2665>|  #Youtubers| #Caballeros|° OHANA PDC °| FamiliaW <U+2665>|  https://instagram.com/luisafernandaperea/
21772,@webpastor somos peregrinos delante de tiseñor nuestros días pasan como sombra sin que haya consistencia alguna,es,4.262283503,-74.24367099999999,city,Colombia,295317332.0,1016038764,7,False,tu,Sat Sep 26 21:06:18 +0000 2015,,
21774,@jeanfreyd ay no importa llévame contigo v,es,4.262283503,-74.24367099999999,city,Colombia,3066004631.0,1069616336,194,False,tu,Sat Sep 26 21:06:29 +0000 2015,"Bogotá, Colombia",I am a fallen angel who wants to return home.|| #Caballeros ||Tumblr: http://t.co/DlZcbZDIff||  Formar parte de un cubo fue mi mejor decisión.
21792,@camilaoliveros pero tú no tienes como el 5 jaja,es,4.262283503,-74.24367099999999,city,Colombia,96993010.0,279304406,335,False,tu,Sat Sep 26 01:06:24 +0000 2015,Colombia,Estudio Lingüística en la Universidad Nacional de Colombia. A nonexistent existence. Soy de bolsillo para su conveniencia. #UNal
21807,@tinoasprillah yo te tenia a ti pero en este momento creo que vanessa y dawis,es,4.262283503,-74.24367099999999,city,Colombia,157882693.0,393433310,164,False,tu,Sat Sep 26 01:15:53 +0000 2015,Bogota,"SOY UNA PERSONA HONESTA, TIERNA Y MUY LEAL, ME GUSTA BAILAR LEER Y APRENDER"
21808,@cavicco jajajaja te amo a ti,es,6.270882997999999,-75.619213,city,Colombia,1878010507.0,180217114,2843,False,tu,Sat Sep 26 01:15:59 +0000 2015,"Medellín, Colombia",Escribo mis tweets primero en un cuadernito. Así de romántica soy.
21818,@caro08jurado y yo a tiiiii igualmente mi caro linditau 2665u2665,es,4.262283503,-74.24367099999999,city,Colombia,3776670137.0,2322999866,256,False,tu,Sat Sep 26 01:19:24 +0000 2015,Bogota,I LOVE MOTOCROSS
21819,hija de puta shakira dañando himnos de la música con esa voz tan asquerosa gracias @3gerardpique bobo hpta contigo empezó todo,es,4.262283503,-74.24367099999999,city,Colombia,,253322200,190,False,tu,Sat Sep 26 01:19:46 +0000 2015,Bogotá - Colombia,#RockAndRoll - #KISS - #Fútbol - #ChelseaFC - #London - #JoePerry - #Lunático - #Administración - #Bogotá - #Chocolate
21830,@gusimusica que tengas una feliz noche dios te bendiga besos para ti,es,4.262283503,-74.24367099999999,city,Colombia,69679591.0,2173087741,25,False,tu,Sat Sep 26 01:23:47 +0000 2015,,NACI ÈL 14 DE ABRIL DE 1985 MI NUMERO DE CELULAR ES 3134433104 SOY ADMIRADORA FAN Y SEGUIDORA DE ANDRÈS ACOSTA <U+2665> http://gusimusica.com
21836,y si me dan a elegir yo me quedo contigo @millosfcoficial,es,4.262283503,-74.24367099999999,city,Colombia,,234221826,1191,False,tu,Sat Sep 26 01:25:36 +0000 2015,"Bogota , Colombia","Rockero  ,hincha de Millonarios,Fanático del Arsenal FC y River.Rabón,  alegre , muy divertido ! modern Languages  y entrenamiento D. 
#MúsicaParaElAlma"
21837,@paolacpenate nena yo soy mp pero tú te pasas,es,4.262283503,-74.24367099999999,city,Colombia,625291721.0,541970195,176,False,tu,Sat Sep 26 01:26:17 +0000 2015,,caprichosa.
21840,@luisafers23 solo picos pa ti jajajaja,es,4.262283503,-74.24367099999999,city,Colombia,2865040519.0,3188294163,127,False,tu,Sat Sep 26 01:27:45 +0000 2015,,
21847,me gustas tú @andreasernatv cada día más churra y sigo insistiendo el negro que me enamora #factorxf,es,4.681281499,-73.925527,city,Colombia,,3259020580,1034,False,tu,Sat Sep 26 01:31:05 +0000 2015,"Bogotá, Colombia","Aprendi que a veces no necesitamos palabras sino amor, que un abrazo fuerte puede darnos mas paz y regocijo que miles de palabras."
21851,mi querido @esanchezoficial @oscardleon y @rubenblades contigo extraordinario,es,4.262283503,-74.24367099999999,city,Colombia,,88354906,13033,False,tu,Sat Sep 26 01:32:07 +0000 2015,"Bogotá, Colombia","Independiente politicamente,critica por naturaleza,apasionada por las redes.sociales,defensora de la libertad de opinión y salsera por convicción"
21855,besos peleas abrazos sonrisas tristezas pero contigo @claudialeal,es,4.448673,-75.3155775,city,Colombia,,1660970688,2546,False,tu,Sat Sep 26 01:33:38 +0000 2015,colombia,me preguntaron si consumia drogas... les hable del sabor de tus besos  y el olor de tu cuerpo... <U+2764><U+2764> @claudia_leal_
21861,@kellyjrr10 te amo mucho mascontigo siemprejps u2665,es,4.262283503,-74.24367099999999,city,Colombia,397395536.0,1137834296,268,False,tu,Sat Sep 26 01:35:29 +0000 2015,Colombia - ibague,"Caerán a tu lado mil, Y diez mil a tu diestra; Mas a ti no llegará. Salmos 91:7"
21862,@tblckcat tú le haces tener un buen día a cualquiera u2665,es,4.262283503,-74.24367099999999,city,Colombia,605838175.0,1470805932,398,False,tu,Sat Sep 26 01:35:53 +0000 2015,"Bogotá, Colombia","Please don't ever leave me. <U+2665>.|| Too weird to live, too rare to die!|| Heart Like a Handgrenade."
21866,@isabelsb veñ tú más bien,es,7.029261999999999,-73.336325,city,Colombia,3281970942.0,2383737138,1245,False,tu,Sat Sep 26 01:37:20 +0000 2015,"Bucaramanga, Colombia.",Soy un muerto caminando entre vivos Instagram: andrsagrdo Snapchat: andresagredo
21868,@azulquebienazul ay pero tú te vienes en bicicleta entonces no pelees esooo aquí te espero jajaja,es,4.262283503,-74.24367099999999,city,Colombia,223601655.0,2163769756,1247,False,tu,Sat Sep 26 01:37:56 +0000 2015,Bogotá. ,MILLONARIOS FÚTBOL CLUB.
21871,@bullysteria aprendiendo de ti d,es,4.262283503,-74.24367099999999,city,Colombia,15889135.0,221976414,611,False,tu,Sat Sep 26 01:38:26 +0000 2015,Duitama-Boyaca,<U+2665> D.F.A.P <U+2665> FW 20/09/13 <U+2665>PAISANA<U+2665>BULLYSTERICA<U+2665>       Arango<U+2665> FW 18/09/15 <U+2665>HUMANOIDE<U+2665>AFROLOVER<U+2665> PDC<U+2665>#Extraordinarios #CABALLEROS <U+2665> Adm Industrial
21874,@soychristiancas las palabras perfectas en el momento perfecto de la persona correctasiempre me pasa esto contigo te amo 3,es,6.270882997999999,-75.619213,city,Colombia,345766788.0,2877164866,249,False,tu,Sat Sep 26 01:41:42 +0000 2015,Colombia,Sebastián Villalobos|°° |LOVE OF ART <U+2665>|  #Youtubers| #Caballeros|° OHANA PDC °| FamiliaW <U+2665>|  https://instagram.com/luisafernandaperea/
21875,@05luisamoreno @angienovoa3 él me amaaaaaaaaaaaaaaaaaaaaaa ya ti nooooooooooooooooooo jajajajajajajajajajajaja boba lamparosa,es,4.262283503,-74.24367099999999,city,Colombia,1517836447.0,491346379,573,False,tu,Sat Sep 26 01:43:03 +0000 2015,Bogotá Distrito Cardenal.,Independiente Santa Fe<U+2661> Locura de mi corazón.| XXVI<U+2764>Cristian Eterno.|Stay Strong.|
21876,@erikaparrasf @spilonieta te está diciendo a ti pendeja,es,4.262283503,-74.24367099999999,city,Colombia,2509741023.0,270661206,1615,False,tu,Sat Sep 26 01:43:27 +0000 2015,Bogota. LTV .09 ETERNO<U+2665>,"Dios Fiel. De la cuna al cajon. || ?) LTV.1ROA7<U+2665> 15-07-12 <U+2665>21-12-14<U+26BD>  09<U+2665> DON TETTO
 Los Petit Fellas. #ElClubDeLaResistencia."
21878,@999lau lau no lo dije por ti jajaja antes tu cambiaste mucho lo dije por la amiga aquella que antes era linda y ya es,es,6.270882997999999,-75.619213,city,Colombia,465590356.0,3026818707,383,False,tu,Sat Sep 26 01:43:53 +0000 2015,,snap: camila04lopez
21882,@andreanatalia7 ay no aguantó tanta linduritaaa gracias a ti por estar siempre conmigo te quiero mucho tuya,es,7.063666499,-73.0964135,city,Colombia,993331339.0,211992024,802,False,tu,Sat Sep 26 01:44:53 +0000 2015,"Bucaramanga, Santander","Estudiante de ingeniería industrial . Universidad Pontificia Bolivariana   
GUAJIRA"
21883,@anaslost tú lo sabes todo,es,11.07346239,-73.92732164,city,Colombia,559123261.0,2267308529,315,False,tu,Sat Sep 26 01:45:32 +0000 2015,Santa Marta<U+27A1> Fundación,"Grita con el alma, grita tan alto que de tu vida, tú seas amigo, el único actor. /@imaginedragons<U+2764>."
21890,@vanessaposadat #desafio2015 la mejor te mereces ganar sufrillorerei contigo #orgullodemujer,es,3.5704285039999997,-76.3486225,city,Colombia,769618537.0,240277392,56,False,tu,Sat Sep 26 01:47:32 +0000 2015,Colombia,"sencilla, alegre y feliz!!!"
21897,@lauradab jajaja puedo jurar que eras tú solo que no me acuerdo,es,10.95807288,-74.849933,city,Colombia,582247938.0,490429765,1023,False,tu,Sat Sep 26 01:49:04 +0000 2015, Colombia,#Isatalia | MG | S e b a s t i án V i l l a l o b o s.
21908,@jesusmedina julian es contigo,es,7.029261999999999,-73.336325,city,Colombia,180606810.0,2383737138,1244,False,tu,Sat Sep 26 01:53:30 +0000 2015,"Bucaramanga, Colombia.",Soy un muerto caminando entre vivos Instagram: andrsagrdo Snapchat: andresagredo
21914,que sufrimiento #pierine yupiiiiiijj ahora que colombia te apoye a tiiiii @eldesafio2o14 @desafiocaracol,es,4.262283503,-74.24367099999999,city,Colombia,,555478900,644,False,tu,Sat Sep 26 01:55:18 +0000 2015,Bogota ,"EN EL ESTADO IDEAL INMENSAMENTE FELIZ 
                  ALL YOU NEED IS LOVE
YO NO ME CREO LINDA YO SOY LINDA Y TU LO SABES Y ESO ES LO QUE MAS TE ARDE"
21915,@mariobautista puedo cenar contigo,es,3.5704285039999997,-76.3486225,city,Colombia,150003563.0,2588037126,374,False,tu,Sat Sep 26 01:55:22 +0000 2015,"Cali, Valle del Cauca","Se hace mas corto el te amo cuando se trata de ti.  Pieza del cubo, Bati-novia, Paisana y Bautister. <U+2764> 19/08/15 Pv 08/09/15 Linis <U+2665> 10/09/15 11:15 MR!!"
21919,@villalobossebas tú tienes la llave de mi corazón,es,4.262283503,-74.24367099999999,city,Colombia,181300983.0,2190852672,1258,False,tu,Sat Sep 26 01:56:11 +0000 2015,"Sincelejo, Sucre",Juntos podemos todo. SV <U+2661> | 20-12-14 | Piezadelcubo<U+2661>
21927,@miguelromero0 tú como siempre pensando en la putería,es,7.029261999999999,-73.336325,city,Colombia,1228892120.0,2383737138,1259,False,tu,Sat Sep 26 18:00:40 +0000 2015,"Bucaramanga, Colombia.",Soy un muerto caminando entre vivos Instagram: andrsagrdo Snapchat: andresagredo
21930,amo tú icon @janettpdc,es,6.270882997999999,-75.619213,city,Colombia,,1439877685,153,False,tu,Sat Sep 26 18:03:44 +0000 2015,"Medellín, Antioquia",Soy una de esas comunes personas extrañas.
21935,mainiaticos forever estoy muy orgullosa de ti sigue así vas excelente #maia10k @nonstopdreams,es,6.052723499,-75.6367685,city,Colombia,,1507185146,490,False,tu,Sat Sep 26 18:04:34 +0000 2015,Caldas(Ant),"Imagina que Sebastián Villalobos significa el mundo para mi #pdc
SebasArango me siguió 24/06/15"
21945,@realmadrid te amo te amo te amo contigo siempre,es,11.4091705,-72.3124603,city,Colombia,14872237.0,1976620699,534,False,tu,Sat Sep 26 18:08:39 +0000 2015,,16.// @isco_alarcon/ REAL MADRID(Raul & Zidane) (Alhamdullilah<U+2764>)COLOMBIA
21946,oyee @thrashinmad un muy feliz cumpleaños para ti pásala muy rico ojalá perrees mucho muchos éxitos en todo y sé feliz abrazo grande,es,4.262283503,-74.24367099999999,city,Colombia,,405997219,626,False,tu,Sat Sep 26 18:08:50 +0000 2015,,"No importa lo que yo diga, igual va a entender lo que usted quiera -Se tuitean canciones - Quedamos los que puedan sonreír - Millonarios para toda la vida."
21948,a la que tú no vas a ir jajajaja @loreevalencia2,es,6.174511496,-75.6365725,city,Colombia,544809786.0,502094078,475,False,tu,Sat Sep 26 18:09:32 +0000 2015,Medellin,"Snap : dianatoro21 | Insta : dianatorovillegas | Jowell & Randy  | Dios, familia y amigos | S*R~"
21961,@joseordonezjr escuchandote desde elrosariogracias por hacernos reír bendiciones parati tú familia y todos los deportados #humorsinfronteras,es,7.763229502000001,-72.48344586,city,Colombia,40801711.0,3365042639,19,False,tu,Sat Sep 26 18:17:44 +0000 2015,,
21967,bendiciones para ti y para la princesa mariana que dios las proteja @tatabecerraq,es,7.063666499,-73.0964135,city,Colombia,,604722402,131,False,tu,Sat Sep 26 18:22:21 +0000 2015,colombia,Abogada en Formación en la Universidad Santo Tomas de Bucaramanga! Intentando escribir de nuevo mi historia...
21973,@aagullaespn @rortizespn a quien le creo a @calciodepalma o a ti porque según el es el que va a comentar junto a miguel simón,es,7.9028945020000005,-73.557624,city,Colombia,40987316.0,245199082,328,False,tu,Sat Sep 26 18:25:33 +0000 2015,"san martin, cesar",Hincha oficial de los dos mejores equipos del mundo @MillosFCoficial y @FCBarcelona_es
21975,@oscarosoriom jajajajaja tu eres un desocupado solo a ti se te ocurre eso con mi bohórquez,es,11.07346239,-73.92732164,city,Colombia,364541124.0,3337289187,208,False,tu,Sat Sep 26 18:26:28 +0000 2015,"Santa Marta, Magdalena","B/manga - S/mta<U+2764>; snap,dianacob27"
21993,@juanmansantos presidente querido me da mucho temor q justicia transicional sea vulnerada pero creo en ti,es,4.262283503,-74.24367099999999,city,Colombia,64839766.0,3384256912,108,False,tu,Sat Sep 26 18:34:57 +0000 2015,"Bogotá, Colombia",Enfermero. Magíster Política Social. Poliátra. Dreamer. Believer.
21996,si estoy contigo sera porque te amo @nadingarcia1,es,10.95807288,-74.849933,city,Colombia,,363740354,339,False,tu,Sat Sep 26 18:36:07 +0000 2015,Barranquilla|Colombia,"Amante a la tinta
AgradecidaConDios
<U+26BD>."
21999,@lilianag99 jajaja como digasu 2665 un beso pa ti tambien pa que no te pongas celosa jajajaaaa,es,10.95807288,-74.849933,city,Colombia,3411910180.0,2895521649,92,False,tu,Sat Sep 26 18:37:40 +0000 2015,"Barranquilla, Atlántico",Puro KSILOCOS <U+2665>
22002,@dioscorom de nada hoy por ti mañana,es,4.262283503,-74.24367099999999,city,Colombia,115444231.0,596509579,1704,False,tu,Sat Sep 26 18:39:01 +0000 2015,,
22004,estoy orgullosa de ti mi amor @villalobossebas,es,7.063666499,-73.0964135,city,Colombia,,3234554130,40,False,tu,Sat Sep 26 18:40:28 +0000 2015,"Bucaramanga, Santander",07/09/2015<U+2764> Pieza de su cubo<U+2764> Paisana<U+2764> Jaramishana<U+2764>#AndresLaura<U+2764> #SV<U+2764> Lo imposible solo tarda un poco mas<U+2764><U+2764> <U+2764>
22005,siempre contigo amor lindo la mejor de colombiaaaa mi @melissamarrcn te quiero,es,11.2312007,-72.994963,city,Colombia,,178106074,1351,False,tu,Sat Sep 26 18:43:16 +0000 2015,Riohacha,REAL MADRID Y MABYS ES MI VIDA
22008,@jotaesebece has perdido tú toque,es,3.5704285039999997,-76.3486225,city,Colombia,371031823.0,596774170,312,False,tu,Sat Sep 26 18:43:57 +0000 2015,Cali - Colombia,IA / Adicto al fútbol / D10S / América de Cali y River Plate
22013,@seasonnt ajjaja hechas muerda de cristiano y sin el hoy no marcamos ni tú jesé hizo nada de paso salió lesionado,es,6.174511496,-75.6365725,city,Colombia,263111408.0,75934537,680,False,tu,Sat Sep 26 18:45:17 +0000 2015,venezuela. Medellin- Colombia ,"Diseñadora gráfica,, amante del arte,Fotografia e ilustradora- Madridista :D ... TITANIUM"
22036,@sanchezcarlos1 y yo a ti piropo necesito pedirte un favor antes de que te vengas,es,6.997779996,-73.83678950000001,city,Colombia,260919566.0,801741157,265,False,tu,Sat Sep 26 18:55:48 +0000 2015,Barrancabermeja-Colombia. ,Snapchat: Dgmb22
22037,@sanchezcarlos1 @sanchezcarlos1 y yo a ti pito necesito pedirte un favor antes de que te vengas,es,6.997779996,-73.83678950000001,city,Colombia,260919566.0,801741157,265,False,tu,Sat Sep 26 18:56:28 +0000 2015,Barrancabermeja-Colombia. ,Snapchat: Dgmb22
22052,me gusta ocupar un espacio en tú corazón u2764 @villalobossebas,es,4.262283503,-74.24367099999999,city,Colombia,,2903261445,462,False,tu,Sat Sep 26 19:03:17 +0000 2015,"Bogotá, Colombia.","Villalobos, Ruiz y Bautista.
Luisa, te amo 19/09/15
#SiempreJuntos @mariobautista_ 11/09/15
Pronto SV<U+270C>
Mario Ruiz 17/06/15 Te amo."
22053,@claudiasuelysan feliz cumpleaños a ti feliz cumpleaños clau feliz cumpleaños a ti muchas bendiciones y que @victoriaruffo31 te de hb2u,es,10.95807288,-74.849933,city,Colombia,2463925308.0,500072821,313,False,tu,Sat Sep 26 19:03:52 +0000 2015,"Barranquilla, Atlántico","Sueños por cumplir... VR, CE, GR<U+2665> 
#DICE"
22054,hola @willyrexyt hice esto para ti hace muchísimo tiempo llevo intentando que lo veas lo hice como mucho amor,es,3.3641819969999998,-76.49608,city,Colombia,,204076716,756,False,tu,Sat Sep 26 19:05:24 +0000 2015,"Cali, Valle del Cauca",XIX. Med student. Cor culé8Alma verde. 29/06/13 LM10<U+2764><U+FE0F><U+26BD><U+FE0F>. Youtubers. IG: Julia_osc12.
22057,@kellypenaranda yo afirmo que tú eres la persona mas genial,es,6.270882997999999,-75.619213,city,Colombia,2480769354.0,2877164866,258,False,tu,Sat Sep 26 19:07:15 +0000 2015,Colombia,Sebastián Villalobos|°° |LOVE OF ART <U+2665>|  #Youtubers| #Caballeros|° OHANA PDC °| FamiliaW <U+2665>|  https://instagram.com/luisafernandaperea/
22073,@cglv11 tú ya lo tienes lt3,es,6.174511496,-75.6365725,city,Colombia,242550171.0,444312337,474,False,tu,Sat Sep 26 19:14:34 +0000 2015,Hogwarts.,Pechi fría como Lionel. Tengo la ansiedad de los días que no he vivido.
22074,@victormlp cállate la hijueputa boca payaso grandeeeeee el más cabron pa ti o 2 minutos 7 de mckiller o sigo aquí de mckiller y dante,es,10.95807288,-74.849933,city,Colombia,531663393.0,408850020,571,False,tu,Sat Sep 26 19:14:42 +0000 2015,Barranquilla,"S.Siempre locos, nunca tristes.L. 
wpp: +573046768888 IG: leandroarrieta1. snap: leandroandres09."
22076,@heiner726 jajajaja ya te amo ámame tú,es,6.997779996,-73.83678950000001,city,Colombia,418592545.0,2740531846,116,False,tu,Sat Sep 26 19:15:56 +0000 2015,,
22078,@victormlp y todo lo haces solamente para llevarme al contrario no lo digo yo lo dices tú bobo payaso,es,10.95807288,-74.849933,city,Colombia,531663393.0,408850020,571,False,tu,Sat Sep 26 19:17:08 +0000 2015,Barranquilla,"S.Siempre locos, nunca tristes.L. 
wpp: +573046768888 IG: leandroarrieta1. snap: leandroandres09."
22080,la ciencia lo dice dentro de ti no vives tú solo vía @playgrounder,es,11.07346239,-73.92732164,city,Colombia,,339510074,748,False,tu,Sat Sep 26 19:18:08 +0000 2015,SANTA MARTA ,
22082,@maryelisbrocher es que el mío ya es en noviembre y aja tú sabes bueno bebe la espero,es,10.95807288,-74.849933,city,Colombia,325959272.0,352803959,349,False,tu,Sat Sep 26 19:18:35 +0000 2015,Barranquilla,Para ser irreemplazable uno siempre tiene que ser diferente - Coco Chanel<U+2764><U+FE0F>
22118,tu sonrrisa opaca las otras sonrrisas porque a mi sólo me encanta la tuya @mateosaiiz tu ampsólo tú,es,4.448673,-75.3155775,city,Colombia,,225258853,86,False,tu,Mon Sep 28 15:45:53 +0000 2015,,"Luchando por lo que quiero,salir adelante es lo que quiero"
22120,limitaciones mentales tú puedes mucho más @carlosmarioam1 dios es mi protector l @eiberariasc,es,4.467880998,-75.807029,city,Colombia,,1437290173,22,False,tu,Mon Sep 28 15:48:56 +0000 2015,COLOMBIA,"EX-EDIL J A L  (6-SAN JO) ARMENIA QUINDIO POR 2 PERIODOS EXPRESIDENTE DE BARRIO VILLA XIMENA 1, DELEGADO ASOCIACION  J.A.C , EXCANDIDATO CONCEJO ARMENIA-QUINDIO"
22123,@caerloro muchisimas gracias linda semana para ti,es,4.262283503,-74.24367099999999,city,Colombia,318171296.0,361593385,8259,False,tu,Mon Sep 28 15:49:39 +0000 2015,,Una Mona Publicista y Amante Del Fútbol
22125,@shirleyandreac jajajaj ya ya relajate ya voy por ti maneja los tiempos jajaja,es,10.95807288,-74.849933,city,Colombia,1220627143.0,3310036583,51,False,tu,Mon Sep 28 15:49:43 +0000 2015,,Mi Futuro esta en manos de Dios y no en boca de la gente//
22134,@karlagabi gracias potriamiga igualmente para ti que tengas un lindo potrilunes y una exelente semana abrazos y besos,es,10.889511,-74.782175,city,Colombia,61591312.0,2327993707,118,False,tu,Mon Sep 28 15:52:07 +0000 2015,SOY UNA POTRILLA. COLOMBIA ,fans  de alejandro fernandez.
22136,@rosangelaeslo mi vida esto era lo que estaba esperando tu mi vida twitter sin ti yo no sabría que existía este red bendiciones y éxitos,es,10.324450500000001,-73.463286,city,Colombia,1578413168.0,836120857,192,False,tu,Mon Sep 28 15:57:38 +0000 2015,valledupar ,SIGUIENDO
22154,1111 estar contigo siempre @paisavlogs,es,4.811547,-75.6123815,city,Colombia,,327615320,210,False,tu,Mon Sep 28 16:11:48 +0000 2015,"Risaralda, Colombia","#PAISANA YouTourPereira <U+2665>8 14/08/15<U+2665>conocí a Daniel
19/08/15<U+2665>Me siguió 
21/08/15<U+2665>05/09/15<U+2665>05/09/15<U+2665>
15/09/15<U+2665>Daniel me dio RT20/09/15<U+2665>YouNow con Acosta"
22164,@luisafernandaw besos para ti donde estés,es,4.262283503,-74.24367099999999,city,Colombia,322233594.0,2914854737,528,False,tu,Mon Sep 28 16:16:31 +0000 2015,"Bogotá, Colombia","We keeps this love in a photograph.

CABALLEROS, MEXICOLOMBIA.

 LuisaFW | Annie | Steph Barbudo. 












#LAFAM"
22166,a veces digo liam logra hacer eso pero sin embargo una parte de mi aun llora por ti #emabiggestfans1d @zaynmalik,es,5.490470499,-73.38497,city,Colombia,,1312313966,656,False,tu,Mon Sep 28 16:17:57 +0000 2015,Colombia,"||1DAF|| #Bautister Hayes Grier Followed 25/07/15
Sandy Beales followed me 30/12/14 I met 1D 25?04?2014"
22167,@juanjaramilloe yo te amo a ti te amo,es,10.95807288,-74.849933,city,Colombia,212105265.0,1090975476,1909,False,tu,Mon Sep 28 16:17:59 +0000 2015,"Barranquilla, Atlántico",Tú significas el mundo para mí. SV #pdc snap: valentinacl07
22170,@mayramendoza09 aro enseguida despues del colegio mevoy pa alla contigo y armammos la rumba jajaja,es,10.95807288,-74.849933,city,Colombia,1490465761.0,2545009148,1007,False,tu,Mon Sep 28 16:22:55 +0000 2015,"Barranquilla, Atlántico","Amor por siempre al futbol<U+26BD>. Ig: Daniel_Jaramillo17  Snap: Jaramillo-dani
Hala Madrid."
22172,los masajes para ti @mauriciom07,es,4.262283503,-74.24367099999999,city,Colombia,2266206684.0,2789988070,742,False,tu,Mon Sep 28 16:25:17 +0000 2015,Barranquilla,"ATLÉTICO JUNIOR DE B/QUILLA.
   You are mine!! At; NMAM"
22176,pase lo que pase negra @yesifinol yo estoy contigo negra tu sabes que aca estamos los que te apoyamos te adoro amiga de mi vida andres elias,es,11.2312007,-72.994963,city,Colombia,,178106074,1350,False,tu,Mon Sep 28 16:27:29 +0000 2015,Riohacha,REAL MADRID Y MABYS ES MI VIDA
22177,@carlygiraldo09 que dios te bendiga en tu día y te colme de bendiciones quisiera hablar contigo,es,8.075581893999999,-72.4770928,city,Colombia,1723413680.0,1259384312,80,False,tu,Mon Sep 28 16:27:41 +0000 2015,"Cúcuta, Norte de Santander",tecnologo en sistemas y cantante de musica popular solicito apoyo para darme a conocer y contrataciones al 3212843403 y 3016020662
22180,@claudiamendez me voy contigo,es,10.95807288,-74.849933,city,Colombia,938134356.0,410764348,488,False,tu,Mon Sep 28 16:30:18 +0000 2015,"Buenos Aires, Argentina",<U+26BD>
22181,@gloriatrevi mucho amor siempre para ti,es,3.254460499,-76.56516450000001,city,Colombia,86119466.0,263910905,1592,False,tu,Mon Sep 28 16:30:36 +0000 2015,Colombia ,Live it up... 01/08/12 Instagram y snapchat: Carolinadvelas
22184,@gloriatrevi mucho amor y cosas lindas para ti mi hermosura,es,3.254460499,-76.56516450000001,city,Colombia,86119466.0,263910905,1592,False,tu,Mon Sep 28 16:32:20 +0000 2015,Colombia ,Live it up... 01/08/12 Instagram y snapchat: Carolinadvelas
22186,no podrás escapar de mi donde vayas iré por ti @angelo0887,es,4.262283503,-74.24367099999999,city,Colombia,,2887514920,182,False,tu,Mon Sep 28 16:33:06 +0000 2015,"Bogotá, Colombia",Ya no vivo yo ... Es Cristo quien vive en mi!!! Gracias Dios por tanto!!!
22188,estar donde tú estás me hace feliz @angelo0887,es,4.262283503,-74.24367099999999,city,Colombia,,2887514920,182,False,tu,Mon Sep 28 16:33:28 +0000 2015,"Bogotá, Colombia",Ya no vivo yo ... Es Cristo quien vive en mi!!! Gracias Dios por tanto!!!
