,text,lang,place_lat,place_lon,place_type,country,in_reply_to_user_id_str,user_id_str,followers_count,verified,pronoun,created_at,location,description
2,@jovenparamorir por ti me vuelvo gay,es,6.428845998,-75.3453345,city,Colombia,270683441,201515412,2784,FALSE,tu,Tue Jul 21 19:24:07 +0000 2015,P. Sherman Calle Wallaby 42.,"['u264au264b', 'dizque', 'un', 'estudiante', 'ejemplar', '#udea', 'edm', 'mucho', 'edm', 'u26a1']"
9,@karenpaolapt hay algo en ti que multiplica los latidos de mi pecho me domina me dan ganas de soñar te quiero bonita tu das felicidad,es,10.3244505,-73.463286,city,Colombia,158787193,88994027,1719,FALSE,tu,Tue Jul 21 19:25:18 +0000 2015,Valledupar/Cesar,"['ger', 'navarro', 'nació', 'en', 'la', 'ciudad', 'de', 'valledupar', 'estudiante', 'de', 'comunicación', 'social', 'y', 'periodismo', 'creo', 'en', 'dios', 'en', 'mas', 'nadie']"
13,siento muchas cosas por ti como pena y lástima vea tome mil hahaha,es,4.078650499,-75.007067,city,Colombia,,423962155,926,FALSE,tu,Tue Jul 21 19:29:10 +0000 2015,,"['estudiante', 'de', 'monitoreo', 'agrícola', 'de', 'la', 'universidad', 'del', 'tolima', 'u2665', 'snap', 'almedinam', '6']"
20,@horoscoponegro si tomas a #capricornio como segunda o tercera opción prepárate tú para ser su última opción es así,es,3.364181997,-76.49608,city,Colombia,,171240622,641,FALSE,tu,Tue Jul 21 19:35:16 +0000 2015,,"['estudiante', 'de', 'fisioterapia', 'iu', 'escuela', 'nacional', 'del', 'deporteu', '2764ufe0f', 'real', 'madrid', 'américa', 'de', 'caliu', '2665']"
29,me gusta soñar me gustas tú,es,6.270882998,-75.619213,city,Colombia,,334398048,2077,FALSE,tu,Tue Jul 21 19:41:53 +0000 2015,,"['estudiante', 'de', 'administración', 'financiera', 'faltan', 'árboles', 'sobra', 'gente']"
31,lo bueno de que este lloviendo es que puedo estar arrunchada contigo todo el día,es,4.262283503,-74.243671,city,Colombia,,2161532851,84,FALSE,tu,Tue Jul 21 19:42:47 +0000 2015,Colombia,"['estudiante', 'ing', 'ambiental', 'uc']"
35,que dicha cuidarte a ti tambien,es,6.997779996,-73.8367895,city,Colombia,,1146348625,175,FALSE,tu,Tue Jul 21 19:44:51 +0000 2015,Bucaramanga.,"['estudiante', 'de', 'ingeniería', 'ambiental', 'u267bufe0f']"
131,comparto mi nuevo #podcast compártelo tú también,es,8.075581894,-72.4770928,city,Colombia,,2681193091,18,FALSE,tu,Tue Jul 21 20:49:36 +0000 2015,Cúcuta Norte de Sant.,"['estudiante', 'de', 'tecnología', 'en', 'producción', 'multimedia', '#spreaker', '#podcast']"
137,amanece quedate a mi lado toda la noche hasta que llegue el día reina de mi vida amanece tú y yo juntos piel con piel,es,4.262283503,-74.243671,city,Colombia,,707466541,325,FALSE,tu,Tue Jul 21 20:52:28 +0000 2015,Bogota-Colombia.,"['estudiante', 'de', 'bancaria', 'y', 'finanzas', 'whatsapp', '3214156746']"
165,no hay ningún día que no piense en ti u2661 ja,es,4.448673,-75.3155775,city,Colombia,,45630779,649,FALSE,tu,Tue Jul 21 21:08:51 +0000 2015,,"['estudiante', 'de', 'ingeniería', 'de', 'sistemas', 'octavo', 'semestreu', '2665u263a', '#followback', '#unfollowback']"
183,que lastima pero adiós en despido de ti y me voy,es,4.262283503,-74.243671,city,Colombia,,2432677974,174,FALSE,tu,Tue Jul 21 21:22:01 +0000 2015,"Ibagué, Tolima","['prefiero', 'un', 'te', 'quiero', 'sincero', 'que', 'un', 'te', 'amo', 'lleno', 'de', 'mentiras', 'palabras', 'vacías', 'palabras', 'sin', 'sentido', 'estudiante', 'de', 'ingeniería', 'agroindustrial', 'ut']"
186,vivo en la luna por ti,es,7.144792999,-73.132697,city,Colombia,,1365579025,110,FALSE,tu,Tue Jul 21 21:24:32 +0000 2015,,"['estudiante', 'de', 'gestión', 'de', 'mercados', 'whatsapp', '3142789063']"
278,llovió tú no estás para calentarme y no voy a poder extender las cobijas que metí a lavar esta mañana puta bida,es,4.0882915,-73.4704055,city,Colombia,,225049384,479,FALSE,tu,Wed Jul 22 19:02:34 +0000 2015,Llanera.,"['pseudo', 'artista', 'y', 'resentida', 'tengo', 'la', 'maña', 'de', 'dejar', 'todo', 'a', 'medias', 'vivo', 'en', 'otro', 'mundo', 'rock', 'y', 'más', '14', 'estudiante', 'de', 'ing', 'civil']"
291,cuando pones todos tus planes en las manos de dios todo sale perfecto aunque no salgan como tú quieras siempre será lo mejor para ti,es,7.063666499,-73.0964135,city,Colombia,,420541591,302,FALSE,tu,Wed Jul 22 19:10:25 +0000 2015,,"['estudiante', 'de', 'pedagogía']"
318,quizás si eras tú pero no nuestro momento,es,3.364181997,-76.49608,city,Colombia,,181808443,215,FALSE,tu,Wed Jul 22 19:24:29 +0000 2015,,"['estudiante', 'de', 'mercadeo', 'y', 'negocios', 'internacionales', 'en', 'la', 'uao', 'dios', 'les', 'da', 'las', 'batallas', 'mas', 'difíciles', 'a', 'los', 'mejores', 'soldados']"
320,@712cristian corazón un saludo para ti,es,6.270882998,-75.619213,city,Colombia,1322864521,383039500,1014,FALSE,tu,Wed Jul 22 19:24:49 +0000 2015,"medellin,colombia","['dios', 'familia', 'alegré', 'perseverante', 'estudiante', 'administración', 'de', 'empresas', 'amante', 'al', 'buen', 'fútbol', 'y', 'al', 'baile', 'hincha', 'del', 'can', 'extremadamente', 'loca']"
404,no importa que llueva si estoy cerca de ti,es,4.262283503,-74.243671,city,Colombia,,834594086,325,FALSE,tu,Wed Jul 22 20:06:39 +0000 2015,BOGOTÁ ,"['across', 'the', 'universe', 'estudiante', 'de', 'cine', 'y', 'tv']"
424,te quiero como para escuchar tú risa toda la noche y dormirme en tú pecho te quiero como para nunca soltarte,es,4.262283503,-74.243671,city,Colombia,,363377283,480,FALSE,tu,Wed Jul 22 20:16:39 +0000 2015,Bogotá.Colombia,"['instagram', 'majogomezp', 'vicente', 'garcía', 'estudiante', 'de', 'ingeniería', 'ambiental']"
438,solo cuando te pasa a ti es cuando te das cuenta que el amor es caprichoso te enamoras,es,4.262283503,-74.243671,city,Colombia,,131962751,540,FALSE,tu,Wed Jul 22 12:47:49 +0000 2015,bogota colombia ,"['18', 'años', 'orgullosa', 'estudiante', 'psicologia', 'nadie', 'puede', 'decirte', 'cuantas', 'veces', 'sonreir', 'ni', 'mucho', 'menos', 'cuantas', 'llorar', 'vive', 'tu', 'vida', 'cómo', 'quieres', 'wa', '3133519322', 'tvd']"
457,hay algo en ti que me resulta adictivo quizás sea tu sonrisa o tu mirada o tus labios o todo junto me enamora @naidelinecomas te amo #19,es,10.8392125,-74.814403,city,Colombia,,516789627,150,FALSE,tu,Wed Jul 22 13:08:12 +0000 2015,santa marta,"['estudiante', 'de', 'hoteleria', 'y', 'turismos', 'me', 'gusta', 'y', 'esto', 'enamorado', 'de', 'nay', 'soy', 'parrandero', 'buen', 'amigo', 'y', 'soy', 'silvestrista', 'de', '3', 'soy', 'de', 'la', 'tierra', 'mas', 'linda', 'santo', 'tomas']"
494,anhelo cruzarme contigo nuevamente,es,4.262283503,-74.243671,city,Colombia,,2216847202,132,FALSE,tu,Wed Jul 22 18:18:25 +0000 2015,,"['estudiante', 'ingpetroleos', 'sientovivo', 'y', 'sonrio', 'hija', 'de', 'diosbendecida']"
495,cuido de ti aún en la distancia,es,4.434799002,-75.779453,city,Colombia,,226180983,2920,FALSE,tu,Wed Jul 22 18:18:25 +0000 2015,Armenia - Quindio - Colombia,"['estudiante', 'de', 'biología', 'universidad', 'del', 'quindio', 'mayo', '1997', 'breakbeat', 'techno']"
497,intacto indestructible así anda mi amor por ti,es,4.262283503,-74.243671,city,Colombia,,2216847202,132,FALSE,tu,Wed Jul 22 18:19:16 +0000 2015,,"['estudiante', 'ingpetroleos', 'sientovivo', 'y', 'sonrio', 'hija', 'de', 'diosbendecida']"
530,por tanto si tu hermano peca contra ti ve y repréndele estando tú y él solos si te oyere has ganado a tu hermano mateo 1815,es,4.812912999,-75.737506,city,Colombia,,804880939,260,FALSE,tu,Wed Jul 22 18:30:04 +0000 2015,,"['seguidora', 'de', 'jesús', 'portadora', 'de', 'su', 'gloria', 'estudiante', 'de', 'negocios', 'internacionales', 'instagram', 'paoandremesa', 'colombia']"
554,si aún está contigo después de conocer tus peores momentos el es el que vale la pena,es,9.315605496,-75.434214,city,Colombia,,896557171,157,FALSE,tu,Wed Jul 22 18:44:31 +0000 2015,,"['estudiante', 'de', 'economía', 'instagram', 'anakarinamaria', 'barceloonnnnaaa', 'colombia']"
572,un poquito de ti es mejor qué todo lo de los demás,es,4.262283503,-74.243671,city,Colombia,,363377283,480,FALSE,tu,Wed Jul 22 18:52:58 +0000 2015,Bogotá.Colombia,"['instagram', 'majogomezp', 'vicente', 'garcía', 'estudiante', 'de', 'ingeniería', 'ambiental']"
609,tu haces que yo pierda la cabeza por ti,es,4.262283503,-74.243671,city,Colombia,,131408252,3732,FALSE,tu,Wed Jul 22 00:07:08 +0000 2015,Bogotá,"['estudiante', 'de', 'comunicación', 'social', 'arpista', 'en', 'formación', 'futura', 'presentadora', 'y', 'periodista', 'futbolista']"
613,hablaría contigo #todoslosdiasdemivida,es,8.075581894,-72.4770928,city,Colombia,,603825536,129,FALSE,tu,Wed Jul 22 00:08:04 +0000 2015,,"['estudiante', 'de', 'ingeniería', 'industrial', 'utp']"
678,no sé qué tienes tú que me descontrola,es,8.075581894,-72.4770928,city,Colombia,,438457762,452,FALSE,tu,Wed Jul 22 11:59:46 +0000 2015,"Cúcuta/Bucaramanga, Colombia","['estudiante', 'de', 'medicina', 'y', 'bailarina', 'la', 'disciplina', 'es', 'mi', 'filosofía', 'soy', 'adicta', 'al', 'chocolate', 'amo', 'el', 'cine', 'y', 'escribir']"
722,quiero pasar mas tiempo junto a ti recuperar las noches que perdí,es,4.262283503,-74.243671,city,Colombia,,354041767,1535,FALSE,tu,Tue Jul 21 23:09:08 +0000 2015,Santa Fe de Bogotá,"['estudiante', 'de', 'medicina', 'universidad', 'el', 'bosque', 'mis', 'tweets', 'pueden', 'ser', 'nocivos', 'para', 'su', 'salud', 'mental', 'snapchat', 'marilynalejandr']"
731,si tu supieras como me sentía por ti,es,6.270882998,-75.619213,city,Colombia,,334398048,2077,FALSE,tu,Tue Jul 21 23:13:55 +0000 2015,,"['estudiante', 'de', 'administración', 'financiera', 'faltan', 'árboles', 'sobra', 'gente']"
777,quiera dios que no sufras un tormento y que reine en ti siempre la felicidad,es,4.434799002,-75.779453,city,Colombia,,226180983,2914,FALSE,tu,Tue Jul 21 23:33:11 +0000 2015,Armenia - Quindio - Colombia,"['estudiante', 'de', 'biología', 'universidad', 'del', 'quindio', 'mayo', '1997', 'breakbeat', 'techno']"
824,yo me siento bien cuando no sé nada de ti ningún sentimiento me atormenta y puedo disfrutar al lado de personas buenas,es,2.120269,-75.572157,city,Colombia,,378764412,627,FALSE,tu,Tue Jul 21 23:53:34 +0000 2015,"Huila, Colombia","['el', 'amor', 'es', 'tan', 'bueno', 'que', 'hace', 'fuerte', 'hasta', 'al', 'más', 'malo', 'estudiante', 'de', 'música', 'futuro', 'estudiante', 'de', 'derecho', 'instagram', '@waltervillabon']"
833,mi fe puesta en ti,es,8.887073999,-75.8669775,city,Colombia,,303932125,418,FALSE,tu,Thu Jul 23 17:31:11 +0000 2015,Colombia,"['estudiante', 'de', 'derecho', 'hacer', 'ejercicio', 'me', 'hace', 'feliz', 'dios', 'te', 'amo']"
865,enamorate de alguien que vuelva a ti después de las peleas y no de alguien que el orgullo domine,es,4.0882915,-73.4704055,city,Colombia,,154920329,167,FALSE,tu,Thu Jul 23 17:53:37 +0000 2015,Colombia,"['estudiante', 'de', 'derecho', 'nose', 'como', 'vivir', 'estoy', 'improvisando']"
869,#fallarnoesopción cuando tienes tanta responsabilidad encima todos esperan mucho de ti,es,4.262283503,-74.243671,city,Colombia,,535953057,66,FALSE,tu,Thu Jul 23 17:55:01 +0000 2015,,"['estudiante', 'de', 'comunicación', 'social', 'y', 'periodismo']"
880,hay golpes que no esperas igual pierdes la esperanza en las personas y en mostrar lo mejor de ti así es la vida,es,4.262283503,-74.243671,city,Colombia,,217528263,399,FALSE,tu,Thu Jul 23 18:00:42 +0000 2015,Bogotá,"['estudiante', 'de', 'diseño', 'visual', 'de', '21', 'años', 'remember', 'who', 'you', 'are']"
903,hoy vas a descubrir que el mundo es solo para ti,es,10.39044865,-75.5496353,city,Colombia,,298703796,258,FALSE,tu,Thu Jul 23 18:12:31 +0000 2015,,"['estudiante', 'de', 'psicologia', 'hija', 'de', 'un', 'padre', 'misericordioso', 'amoroso', 'y', 'fiel', 'tia', 'de', 'una', 'gorda', 'adorada', 'isabella', 'amante', 'al', 'vallenato']"
928,no bastan los morales ser fiel si tú deliras por el malo que te eriza la piel,es,11.07346239,-73.92732164,city,Colombia,,390408986,808,FALSE,tu,Thu Jul 23 18:27:36 +0000 2015,Colombia,"['11111996', 'fcb', 'u2665', 'gods', 'timing', 'is', 'perfect', 'estudiante', 'de', 'ing', 'ambiental', 'bailarina', 'de', 'ama', 'la', 'academiau', '2665u263a', 'instagram', 'y', 'snap', 'smendozam', 'raperau', '2764ufe0fem']"
948,para los que no creen en ti eso es @fannylu demuestrales que tu sin el seras fuerte pero @montanertwiter porfa,es,4.448673,-75.3155775,city,Colombia,,2490425719,2,FALSE,tu,Thu Jul 23 18:39:42 +0000 2015,"Ibagué, Tolima","['estudiante', 'compongo', 'música', 'poemas', 'cuentos', 'y', 'me', 'gusta', 'la', 'música', 'de', 'ricardo', 'montaner', 'me', 'va', 'bien', 'en', 'el', 'colegio', 'tengo', '13', 'años', 'y', 'disfruto', 'la', 'vida']"
962,ven quédate a mi lado quiero hablar de nada con alguien que me hace sentir todo te amo mi amor solo a ti @naidelinecomas #19 # 3 #nayal,es,10.8392125,-74.814403,city,Colombia,,516789627,149,FALSE,tu,Thu Jul 23 18:51:35 +0000 2015,santa marta,"['estudiante', 'de', 'hoteleria', 'y', 'turismos', 'me', 'gusta', 'y', 'esto', 'enamorado', 'de', 'nay', 'soy', 'parrandero', 'buen', 'amigo', 'y', 'soy', 'silvestrista', 'de', '3', 'soy', 'de', 'la', 'tierra', 'mas', 'linda', 'santo', 'tomas']"
1003,mi fuerza eres tú señor diosu 2764,es,6.270882998,-75.619213,city,Colombia,,3388479399,7,FALSE,tu,Thu Jul 23 19:11:39 +0000 2015,"Medellín, Colombia","['modelo', 'estudiante', 'en', 'investigación', 'criminal', 'y', 'amarás', 'al', 'señor', 'tu', 'dios', 'con', 'todo', 'tú', 'corazón', 'con', 'toda', 'tú', 'alma', 'y', 'con', 'todas', 'tus', 'fuerzas', 'deut', '65']"
1009,orrible se siente no saber nada de ti,es,10.889511,-74.782175,city,Colombia,,283540531,317,FALSE,tu,Thu Jul 23 19:14:33 +0000 2015,colombia,"['estudiante', 'de', 'ingeneria', 'electronicau', '2665']"
1107,olvidalo amp acepta que no te ama amp que no te extraña a ti sino el ruido que hace tu cama,es,4.054968501,-78.702129,admin,Colombia,,1080337130,829,FALSE,tu,Thu Jul 23 20:23:20 +0000 2015,(Cali/Colombia),"['estudiante', 'de', 'publicidad', 'y', 'mercadeo', 'deportivo', 'cali', 'eres', 'mi', 'vida', 'entera', 'lo', 'que', 'mas', 'quierou', '26bd', 'yo', 'u2665breakdance', 'raphiphop', 'keny', 'arkana']"
1121,tengo un corazón tan leal a ti,es,2.120269,-75.572157,city,Colombia,,378764412,628,FALSE,tu,Thu Jul 23 20:32:42 +0000 2015,"Huila, Colombia","['el', 'amor', 'es', 'tan', 'bueno', 'que', 'hace', 'fuerte', 'hasta', 'al', 'más', 'malo', 'estudiante', 'de', 'música', 'futuro', 'estudiante', 'de', 'derecho', 'instagram', '@waltervillabon']"
1166,y si me pongo a pensar todas las personas con las que mantienes me han a hablado mal de ti,es,2.120269,-75.572157,city,Colombia,,378764412,627,FALSE,tu,Thu Jul 23 10:34:02 +0000 2015,"Huila, Colombia","['el', 'amor', 'es', 'tan', 'bueno', 'que', 'hace', 'fuerte', 'hasta', 'al', 'más', 'malo', 'estudiante', 'de', 'música', 'futuro', 'estudiante', 'de', 'derecho', 'instagram', '@waltervillabon']"
1170,en mi mente tú te quedas conmigo para siempre,es,4.0882915,-73.4704055,city,Colombia,,159633491,357,FALSE,tu,Thu Jul 23 13:08:28 +0000 2015,"Villavicencio, Meta","['más', 'cachetes', 'que', 'persona', 'estudiante', 'de', 'comunicación', 'social', 'periodismo']"
1175,@daniserrato20 y yo a tiiiii bebe ya cashi u2661u2661u2661u2661,es,3.364181997,-76.49608,city,Colombia,307659603,536845130,391,FALSE,tu,Thu Jul 23 13:13:26 +0000 2015,,"['pentacampeón', 'solo', 'hay', 'uno', 'u2665', '1927', 'novia', 'de', 'daniel', 'y', 'estudiante', 'de', 'fisioterapia', 'd', '231113', 'u2665', '160714']"
1179,no eres el centro de mundo para que creas que todo sucede entorno a a ti,es,4.262283503,-74.243671,city,Colombia,,398348277,299,FALSE,tu,Thu Jul 23 13:18:42 +0000 2015,"Bogotá, Colombia","['estudiante', 'ciencias', 'del', 'deporte', 'universidad', 'de', 'cundinamarca', 'hijo', 'de', 'dios']"
1184,aprender de ti y tu de mi,es,4.262283503,-74.243671,city,Colombia,,983584513,458,FALSE,tu,Thu Jul 23 13:26:01 +0000 2015,Cúcuta Dios<U+2661> ,"['estudiante', 'de', 'comunicación', 'social', 'y', 'periodismo', 'up', 'amante', 'al', 'fútbol', 'me', 'gusta', 'comer', 'mucho', 'hacer', 'ejercicio', 'tocar', 'guitarra', 'contar', 'chistes', 'escribir', 'cancionesjc']"
1227,descubre por ti de jeloz en #deezer amo viajar escuchando esta linda canción,es,4.945713501,-73.9506165,city,Colombia,,2798618714,30,FALSE,tu,Thu Jul 23 14:00:41 +0000 2015,"Bogotá, Colombia","['estudiante', 'de', 'ingeniería', 'industrial']"
1263,hoy prefiero quedarme todo el dia contigo consintiéndote jg,es,4.0882915,-73.4704055,city,Colombia,,81904002,306,FALSE,tu,Fri Jul 24 17:32:31 +0000 2015,"Villavicencio,Colombia","['estudiante', 'de', 'ing', 'civil', 'vi', '#sdvsfu2764ufe0f', 'u270cufe0f', 'insta', 'jessicalopezc', 'snap', 'jessicalopezc']"
1279,por ti pelee con mi madre hasta con dios llegue lo mas bajo que un hombre llego para terminar fracasando al final,es,4.448673,-75.3155775,city,Colombia,,2818970467,41,FALSE,tu,Fri Jul 24 17:43:04 +0000 2015,,"['facebook', 'rosa', 'isella', 'vergel', 'instagram', 'isabelavergel', '187', 'estudiante', 'de', 'investigacion', 'judicial']"
1290,estuve a punto de ir tras de ti,es,11.07346239,-73.92732164,city,Colombia,,363772520,370,FALSE,tu,Fri Jul 24 17:57:11 +0000 2015,Santa Marta<U+2665>,"['estudiante', 'de', 'comunicación', 'comercialu', '2665', 'sencillez', 'y', 'humildad', 'ante', 'todou', '2665']"
1295,yo no puedo escuchar junto a ti de still on porque me dan ganas de cortarme una vena porque no supero que me la hayan cantado jajaja,es,4.262283503,-74.243671,city,Colombia,,316241327,1239,FALSE,tu,Fri Jul 24 17:59:14 +0000 2015,"Armenia, Quindio","['estudiante', 'de', 'biología', 'uq', 'hc', 'punk']"
1298,la mejor manera que tu pareja que puede demostrar que te ama es cuando no esta contigo,es,4.812912999,-75.737506,city,Colombia,,804880939,261,FALSE,tu,Fri Jul 24 18:00:21 +0000 2015,,"['seguidora', 'de', 'jesús', 'portadora', 'de', 'su', 'gloria', 'estudiante', 'de', 'negocios', 'internacionales', 'instagram', 'paoandremesa', 'colombia']"
1301,la mejor manera que tu pareja te puede demostrar que te ama es cuando no esta contigo,es,4.812912999,-75.737506,city,Colombia,,804880939,261,FALSE,tu,Fri Jul 24 18:01:32 +0000 2015,,"['seguidora', 'de', 'jesús', 'portadora', 'de', 'su', 'gloria', 'estudiante', 'de', 'negocios', 'internacionales', 'instagram', 'paoandremesa', 'colombia']"
1312,por ti,es,4.262283503,-74.243671,city,Colombia,,375089068,476,FALSE,tu,Fri Jul 24 18:11:47 +0000 2015,Nocheósfera.,"['081012', 'eres', 'mi', 'vida', 'antisocial', 'acomplejada', 'marginada', 'coulrofobica', 'eisoptrofobica', 'estudiante', 'de', 'comunicación', 'social', 'y', 'crespa']"
1326,yo muero minuto a minuto por ti,es,4.333480001,-74.8389735,city,Colombia,,1486338836,279,FALSE,tu,Fri Jul 24 18:20:35 +0000 2015,Samu<U+2661> TeamoHijo! K3,"['estudiante', 'de', 'leyes', 'facultad', 'de', 'derecho']"
1335,dormír contigo se convirtió mi mejor plan,es,4.333480001,-74.8389735,city,Colombia,,1486338836,279,FALSE,tu,Fri Jul 24 18:25:27 +0000 2015,Samu<U+2661> TeamoHijo! K3,"['estudiante', 'de', 'leyes', 'facultad', 'de', 'derecho']"
1397,creen que saben todo de ti y que es lo que necesitas l,es,4.262283503,-74.243671,city,Colombia,,288410454,149,FALSE,tu,Fri Jul 24 19:00:17 +0000 2015,Bogota D.C,"['estudiante', 'de', 'ingenieria', 'civil']"
1425,esos pequeños comentarios que te hacen dudar si hablan de ti u otra persona,es,10.95807288,-74.849933,city,Colombia,,194442582,146,FALSE,tu,Fri Jul 24 20:19:51 +0000 2015,Barranquilla-Colombia,"['abogada', 'en', 'formación', 'estudiante', 'investigadora', 'sin', 'dolor', 'no', 'hay', 'gloria', 'excepciono', 'lo', 'normal', 'im', 'a', 'sexy', 'and', 'smart', 'mess', 'dios', 'mi', 'norte']"
1510,toda ex que regrese no trae nada bueno así tenga entre brazos mucha comida para ti,es,4.262283503,-74.243671,city,Colombia,,85195444,519,FALSE,tu,Fri Jul 24 21:21:28 +0000 2015,"Bogotá DC.,Colombia","['estudiante', 'de', 'derecho', 'unicolmayor', 'amante', 'de', 'la', 'filosofíaambientalista', 'y', 'peppero', 'ocasionalmente', 'escribo', 'en']"
1533,que toda la gloria sea para ti mi dios,es,10.39044865,-75.5496353,city,Colombia,,186508191,586,FALSE,tu,Fri Jul 24 21:38:10 +0000 2015,Colombia,"['estudiante', 'de', 'odontología', 'udc', 'hincha', 'del', 'mejor', 'equipo', 'del', 'mundo', 'real', 'madrid']"
1535,mi felicidad no depende de ti pero si que me haces feliz,es,4.262283503,-74.243671,city,Colombia,,790227798,166,FALSE,tu,Fri Jul 24 21:38:50 +0000 2015,,"['estudiante', 'de', 'jurisprudencia', 'de', 'la', 'universidad', 'del', 'rosario', 'dog', 'lover', 'u2661']"
1573,estoy aquí por ti porque te quiero para mi,es,4.262283503,-74.243671,city,Colombia,,720881353,522,FALSE,tu,Fri Jul 24 16:26:04 +0000 2015,"Bogotá, Colombia","['estudiante', 'de', 'bacteriologia', 'y', 'laboratorio', 'clinico', 'the', 'rock', 'n', 'roll', 'will', 'save', 'us', 'amante', 'de', 'los', 'libros']"
1582,#tdfxespn creo 100 en @nairoquinco todos los boyacenses estamos contigo se que aun puedes dar mucho masanimo nairo,es,5.657152002,-72.8906175,city,Colombia,,1164879794,128,FALSE,tu,Fri Jul 24 16:28:34 +0000 2015,Sogamoso-Bogota,"['estudiante', 'de', 'administracion', 'de', 'empresasuniversidad', 'nacional', 'de', 'colombia']"
1615,contigo quiero ganar contigo y conseguir que todo el tiempo sea estar junto a ti,es,0.614055499,-77.3749075,city,Colombia,,459713829,1071,FALSE,tu,Fri Jul 24 16:49:39 +0000 2015,Palmira - Colombia,"['estudiante', 'de', 'ing', 'agronómica', '@unpalmira', 'simplemente', 'dios', 'es', 'mi', 'fortaleza', 'en', 'los', 'problemas', 'u2764']"
1650,no cuento los meses que llevamos cuento los momentos inolvidables que estoy viviendo contigo #gracias #love #teamo,es,3.421298498,-76.677833,city,Colombia,,248900867,43,FALSE,tu,Sat Jul 25 16:51:31 +0000 2015,Cali,"['estudiante', 'de', 'fisioterapia', 'y', 'bailarina', 'para', 'qué', 'quiero', 'alas', 'si', 'tengo', 'pies', 'para', 'bailar', 'bailo', 'para', 'vivir', 'y', 'vivo', 'para', 'bailar']"
1659,no cuento los años ni los meses cuento los momentos inolvidables que estoy viviendo contigo #gracias #love #teamo,es,3.421298498,-76.677833,city,Colombia,,248900867,43,FALSE,tu,Sat Jul 25 16:53:11 +0000 2015,Cali,"['estudiante', 'de', 'fisioterapia', 'y', 'bailarina', 'para', 'qué', 'quiero', 'alas', 'si', 'tengo', 'pies', 'para', 'bailar', 'bailo', 'para', 'vivir', 'y', 'vivo', 'para', 'bailar']"
1660,mi vida cambió gracias a ti mi dios,es,10.7207795,-74.7980215,city,Colombia,,416512791,339,FALSE,tu,Sat Jul 25 16:53:23 +0000 2015,,"['estudiante', 'contaduría', 'públicau', '270c', 'loves', 'godu', '2665', '#junioristau26bd', '#kalethista', '#haash1f']"
1708,no esperes nunca esa llamada que tú no haces,es,6.997779996,-73.8367895,city,Colombia,,595978068,154,FALSE,tu,Sat Jul 25 17:15:05 +0000 2015,Barrancabermeja,"['orgullosamente', 'estudiante', 'de', 'contaduría', 'pública', 'de', 'la', 'universidad', 'cooperativa', 'de', 'colombia']"
1710,@tavodelgadillo medio día sin ti y ya estoy enloqueciendo,es,3.226721001,-75.445396,city,Colombia,285793518,1455541939,386,FALSE,tu,Sat Jul 25 17:15:56 +0000 2015,Ibague Tolima,"['estudiante', 'de', 'ingeniería', 'civil']"
1785,hoy tuve una exposición así toda seria y sólo pensaba en ti,es,6.428845998,-75.3453345,city,Colombia,,201515412,2821,FALSE,tu,Sat Jul 25 17:50:23 +0000 2015,"Barbosa, Antioquia","['u264au264b', 'dizque', 'un', 'estudiante', 'ejemplar', '#udea', 'edm', 'mucho', 'edm', 'u26a1']"
1823,no sé cómo decírtelo me imagino pienso y quiero tantas cosas tanto de ti,es,9.027640002,-75.3864585,city,Colombia,,2912244935,200,FALSE,tu,Sat Jul 25 18:10:32 +0000 2015,"Barranquilla, Atlántico","['estudiante', 'de', 'ingeniería', 'civil', 'nací', 'el', '14', 'de', 'enero', 'en', 'chinú', 'córdoba', 'culé', 'desde', 'la', 'cunau', '2764', '#fcbarcelona', '#fcblive']"
1882,que tenga todo lo que tú quieres pero que no sea para ti es triste,es,11.07346239,-73.92732164,city,Colombia,,202472381,230,FALSE,tu,Sat Jul 25 18:40:06 +0000 2015,Santa Marta,"['estudiante', 'de', 'ing', 'civil', 'unimagdalena', 'u270c', 'bendecida', 'por', 'dios', 'y', 'confiada', 'en', 'él', 'siempre']"
1937,hay como tú nunca me había querido nadie y no doy pa decir nada porque tu amor siempre me deja sin palabras hermosa canción,es,10.3244505,-73.463286,city,Colombia,,196839593,317,FALSE,tu,Sat Jul 25 19:02:09 +0000 2015,Colombia!,"['enamorada', 'de', 'dios', 'la', 'vida', 'mi', 'familia', 'y', 'mi', 'carrerau', '2665', 'estudiante', 'de', 'leyes', 'ttg', 'u2665']"
1940,cuanto diera por estar un ratico junto a ti,es,10.95807288,-74.849933,city,Colombia,,316625477,646,FALSE,tu,Sat Jul 25 19:03:42 +0000 2015,"Barranquilla, Atlántico","['sencillez', 'ante', 'todo', 'estudiante', 'de', 'enfermería', 'uninorte']"
1948,parece tan sencillo amarte siempre son tantos los encantos que tú posees,es,5.056934001,-75.560285,city,Colombia,,396928940,556,FALSE,tu,Sat Jul 25 19:07:01 +0000 2015,Chinchiná-Caldas-Colombia,"['estudiante', 'licenciatura', 'en', 'lenguas', 'modernas', 'enamorada', 'de', 'la', 'vida', 'y', 'de', 'él', 'jsba', 'la', 'música', 'es', 'la', 'mitad', 'de', 'mí', 'cantar', 'es', 'mi', 'idioma']"
